Loan Number,Book ID,Member ID,Loan Date,Due Date,Return Date
02662,978-0-654-78113-5,247141,2023-09-12,2023-10-03,2023-10-04
02663,978-1-177-47160-2,858385,2023-09-12,2023-09-29,2023-09-29
02664,978-1-61165-630-5,927363,2023-09-12,2023-10-08,2023-10-08
02665,978-0-216-92461-1,714830,2023-09-12,2023-10-04,2023-10-05
02666,978-0-608-46549-4,352274,2023-09-13,2023-10-09,2023-09-22
02667,978-0-613-47540-2,195834,2023-09-14,2023-10-09,2023-09-20
02668,978-0-638-14438-3,259102,2023-09-14,2023-10-05,2023-10-05
02669,978-0-425-22720-6,968618,2023-09-14,2023-10-07,2023-10-10
02670,978-0-14-201934-4,497626,2023-09-14,2023-10-04,2023-10-19
02671,978-0-601-44535-6,877971,2023-09-14,2023-10-01,2023-10-01
02672,978-0-7442-5014-5,926195,2023-09-14,2023-09-29,2023-10-01
02673,978-1-9734-8398-4,375844,2023-09-15,2023-10-13,2023-10-03
02674,978-0-9817640-5-4,153197,2023-09-15,2023-10-08,2023-10-08
02675,978-1-79712-223-6,234316,2023-09-15,2023-10-05,2023-09-27
02676,978-0-575-73857-7,106442,2023-09-16,2023-10-01,2023-10-20
02677,978-1-972243-54-1,503178,2023-09-16,2023-10-02,2023-10-25
02678,978-1-926163-29-1,239289,2023-09-16,2023-10-07,2023-10-11
02679,978-1-167-02901-1,335454,2023-09-17,2023-10-15,2023-10-30
02680,978-0-345-30767-5,119393,2023-09-17,2023-10-09,2023-10-16
02681,978-0-237-97762-7,974048,2023-09-17,2023-10-04,2023-10-05
02682,978-1-195-81464-1,680804,2023-09-18,2023-10-08,2023-10-13
02683,978-0-8427-1676-5,309239,2023-09-18,2023-10-05,2023-10-05
02684,978-1-139-91035-4,671097,2023-09-18,2023-10-13,2023-10-25
02685,978-1-60814-179-1,958311,2023-09-19,2023-10-17,2023-10-17
02686,978-1-64020-774-5,299277,2023-09-19,2023-10-09,2023-10-10
02687,978-1-75933-326-7,862500,2023-09-19,2023-10-14,2023-10-23
02688,978-1-182-93852-7,153197,2023-09-19,2023-10-03,2023-10-02
02689,978-0-04-162519-6,143242,2023-09-19,2023-10-05,2023-10-07
02690,978-1-4561-4349-7,413557,2023-09-19,2023-10-08,2023-10-29
02691,978-0-239-88848-8,202568,2023-09-19,2023-10-03,2023-10-04
02692,978-1-02-300185-4,229860,2023-09-19,2023-10-15,2023-11-06
02693,978-1-4028-1351-1,192860,2023-09-19,2023-10-06,2023-10-04
02694,978-0-910421-04-1,714830,2023-09-19,2023-10-12,
02695,978-0-507-34982-6,715371,2023-09-20,2023-10-04,2023-10-06
02696,978-1-06-361742-8,157626,2023-09-21,2023-10-12,2023-10-14
02697,978-0-9588366-2-3,304916,2023-09-22,2023-10-11,2023-10-31
02698,978-0-8339-8815-7,695671,2023-09-22,2023-10-18,2023-10-19
02699,978-1-80964-221-9,762127,2023-09-22,2023-10-11,2023-10-13
02700,978-0-11-570782-7,837877,2023-09-22,2023-10-15,2023-10-11
02701,978-0-05-469031-0,663569,2023-09-22,2023-10-07,2023-10-03
02702,978-1-72613-670-9,891724,2023-09-22,2023-10-06,2023-09-24
02703,978-1-398-13097-5,735874,2023-09-22,2023-10-06,2023-11-02
02704,978-0-337-76826-2,251512,2023-09-22,2023-10-10,2023-10-11
02705,978-1-72596-544-7,102297,2023-09-23,2023-10-17,2023-10-20
02706,978-1-78244-425-1,763984,2023-09-23,2023-10-09,2023-10-10
02707,978-1-900914-81-9,492513,2023-09-23,2023-10-20,2023-10-20
02708,978-1-65643-552-1,744172,2023-09-23,2023-10-19,2023-11-12
02709,978-0-302-08640-7,877971,2023-09-23,2023-10-11,2023-10-13
02710,978-1-279-99227-2,367448,2023-09-24,2023-10-13,2023-10-13
02711,978-1-368-86386-5,304124,2023-09-24,2023-10-16,2023-10-06
02712,978-1-56880-468-2,137674,2023-09-24,2023-10-16,2023-10-19
02713,978-1-62674-686-2,352274,2023-09-24,2023-10-14,2023-10-16
02714,978-1-82777-963-8,837877,2023-09-25,2023-10-20,2023-10-22
02715,978-0-19-702983-1,247141,2023-09-26,2023-10-11,2023-10-14
02716,978-1-107-06342-6,492513,2023-09-26,2023-10-20,2023-10-23
02717,978-0-88796-249-3,157372,2023-09-26,2023-10-10,
02718,978-1-69829-576-3,188830,2023-09-26,2023-10-21,2023-10-12
02719,978-1-4771-3288-3,815580,2023-09-26,2023-10-23,2023-10-26
02720,978-0-333-28341-7,401928,2023-09-27,2023-10-15,2023-10-19
02721,978-0-646-07572-3,326936,2023-09-27,2023-10-25,2023-10-26
02722,978-1-876357-09-2,136730,2023-09-27,2023-10-25,2023-10-27
02723,978-1-9775-5835-0,112573,2023-09-28,2023-10-22,2023-10-24
02724,978-0-7203-8489-5,734278,2023-09-28,2023-10-20,2023-10-25
02725,978-0-7696-7785-9,950344,2023-09-28,2023-10-15,2023-11-08
02726,978-1-72737-915-0,430875,2023-09-29,2023-10-25,2023-10-28
02727,978-0-625-64542-8,872926,2023-09-29,2023-10-26,2023-10-29
02728,978-1-346-06571-7,578833,2023-09-29,2023-10-15,2023-10-17
02729,978-1-72911-290-8,947172,2023-09-30,2023-10-25,2023-10-27
02730,978-1-58109-860-0,410259,2023-09-30,2023-10-17,
02731,978-0-7047-2066-4,518212,2023-10-01,2023-10-26,2023-10-07
02732,978-1-4078-0374-6,540456,2023-10-01,2023-10-24,2023-10-26
02733,978-1-86267-323-6,546755,2023-10-01,2023-10-21,2023-10-08
02734,978-1-80443-210-5,251512,2023-10-02,2023-10-30,2023-11-01
02735,978-0-07-187534-9,588552,2023-10-02,2023-10-26,2023-11-25
02736,978-1-68189-439-3,964723,2023-10-02,2023-10-17,2023-11-05
02737,978-0-348-48367-3,419898,2023-10-03,2023-10-26,2023-10-26
02738,978-0-599-76657-0,748211,2023-10-03,2023-10-17,2023-10-16
02739,978-1-5417-5789-9,845962,2023-10-03,2023-10-29,2023-10-29
02740,978-1-328-38434-8,596008,2023-10-04,2023-10-29,2023-10-30
02741,978-0-02-898887-0,274703,2023-10-04,2023-10-23,2023-10-25
02742,978-1-101-63735-7,845094,2023-10-04,2023-10-19,2023-10-15
02743,978-1-883051-58-7,407839,2023-10-05,2023-10-31,2023-10-31
02744,978-0-613-71934-6,124367,2023-10-05,2023-10-27,2023-10-29
02745,978-1-57826-337-0,725397,2023-10-05,2023-10-24,2023-10-27
02746,978-0-519-05601-9,572267,2023-10-05,2023-10-26,2023-10-28
02747,978-0-15-333007-0,224160,2023-10-05,2023-10-23,2023-11-20
02748,978-1-356-45706-9,947172,2023-10-06,2023-10-31,2023-11-02
02749,978-0-474-45674-9,727429,2023-10-06,2023-10-27,2023-11-01
02750,978-0-317-45362-1,889214,2023-10-06,2023-10-22,2023-10-24
02751,978-1-383-56146-3,655788,2023-10-06,2023-10-31,2023-11-01
02752,978-0-478-00088-7,224479,2023-10-06,2023-10-20,2023-10-20
02753,978-0-17-694221-2,364272,2023-10-07,2023-10-25,2023-10-25
02754,978-0-8086-3362-4,863443,2023-10-07,2023-10-29,2023-11-11
02755,978-0-221-64239-5,714830,2023-10-08,2023-10-26,2023-10-28
02756,978-0-85460-511-8,174826,2023-10-08,2023-11-03,2023-10-29
02757,978-0-03-048857-3,492513,2023-10-08,2023-10-25,2023-10-16
02758,978-1-80864-433-7,749641,2023-10-08,2023-10-25,2023-10-14
02759,978-1-944650-64-3,204737,2023-10-08,2023-10-26,2023-10-26
02760,978-0-289-66194-9,770979,2023-10-09,2023-10-29,2023-10-29
02761,978-0-492-78015-4,936560,2023-10-09,2023-11-04,2023-11-20
02762,978-0-7949-9514-0,250667,2023-10-10,2023-11-05,2023-11-07
02763,978-0-13-179819-9,834925,2023-10-10,2023-10-29,2023-10-29
02764,978-1-213-00021-6,224897,2023-10-10,2023-10-25,2023-10-17
02765,978-0-7784-2244-0,735874,2023-10-10,2023-11-06,2023-11-06
02766,978-1-83749-550-4,803941,2023-10-11,2023-10-28,2023-10-30
02767,978-1-05-075882-0,513432,2023-10-11,2023-11-07,2023-11-03
02768,978-0-8266-5750-3,767381,2023-10-11,2023-11-08,2023-11-11
02769,978-0-355-83341-6,698779,2023-10-11,2023-10-30,2023-10-31
02770,978-1-395-25047-8,517770,2023-10-12,2023-11-06,2023-11-06
02771,978-1-126-62760-9,157372,2023-10-13,2023-10-30,2023-10-27
02772,978-1-4353-0600-4,931606,2023-10-13,2023-10-31,2023-11-03
02773,978-0-253-10601-8,845094,2023-10-14,2023-11-09,2023-11-11
02774,978-0-17-086217-2,964723,2023-10-15,2023-11-08,2023-11-09
02775,978-1-185-43486-6,879596,2023-10-15,2023-11-04,2023-10-25
02776,978-0-655-32957-2,503852,2023-10-15,2023-11-12,2023-12-02
02777,978-1-950115-43-3,749418,2023-10-15,2023-11-05,2023-11-07
02778,978-0-205-99065-8,352274,2023-10-15,2023-10-29,2023-11-01
02779,978-0-232-29734-8,270075,2023-10-15,2023-11-09,2023-11-11
02780,978-1-76214-357-0,384214,2023-10-15,2023-11-07,2023-10-24
02781,978-1-991624-87-1,413557,2023-10-15,2023-11-02,2023-11-02
02782,978-0-288-82790-2,834925,2023-10-15,2023-11-09,2023-12-01
02783,978-1-05-121442-4,561284,2023-10-16,2023-11-12,2023-10-25
02784,978-0-247-12920-7,223768,2023-10-16,2023-11-05,2023-11-07
02785,978-1-299-74330-4,894729,2023-10-16,2023-11-10,2023-11-03
02786,978-0-7438-9421-0,347846,2023-10-17,2023-11-04,2023-11-05
02787,978-1-67210-497-5,432510,2023-10-17,2023-11-14,2023-11-17
02788,978-1-167-02901-1,976730,2023-10-17,2023-11-06,2023-10-23
02789,978-1-124-80623-5,351476,2023-10-18,2023-11-11,2023-11-11
02790,978-1-86267-323-6,987674,2023-10-19,2023-11-04,2023-11-03
02791,978-1-196-90727-4,737350,2023-10-19,2023-11-03,2023-11-03
02792,978-0-7521-1320-3,954175,2023-10-19,2023-11-07,2023-10-30
02793,978-1-58627-898-4,304806,2023-10-19,2023-11-10,2023-10-22
02794,978-1-265-42430-5,158522,2023-10-19,2023-11-14,2023-11-15
02795,978-1-4380-8995-9,845962,2023-10-19,2023-11-07,2023-11-10
02796,978-0-619-48479-8,348425,2023-10-20,2023-11-06,2023-11-17
02797,978-0-466-64488-8,366900,2023-10-20,2023-11-15,2023-10-24
02798,978-1-64684-151-6,926195,2023-10-20,2023-11-06,2023-11-06
02799,978-0-7728-3419-5,507696,2023-10-20,2023-11-17,2023-11-19
02800,978-1-159-79595-5,284364,2023-10-20,2023-11-08,2023-11-08
02801,978-1-59134-242-7,202568,2023-10-20,2023-11-12,2023-11-01
02802,978-0-18-947632-2,163502,2023-10-20,2023-11-07,2023-11-10
02803,978-0-636-19887-6,656963,2023-10-20,2023-11-13,2023-11-16
02804,978-0-7031-1239-2,892100,2023-10-21,2023-11-14,2023-12-06
02805,978-0-639-04724-9,746123,2023-10-21,2023-11-04,2023-10-31
02806,978-1-282-77386-8,728588,2023-10-21,2023-11-08,2023-11-08
02807,978-0-526-51623-0,114248,2023-10-21,2023-11-10,2023-12-05
02808,978-0-19-625405-0,662401,2023-10-21,2023-11-13,2023-10-24
02809,978-1-09-378577-7,837877,2023-10-21,2023-11-09,2023-10-22
02810,978-1-101-15545-5,742377,2023-10-22,2023-11-11,2023-11-12
02811,978-1-4192-5458-1,568152,2023-10-22,2023-11-11,2023-12-07
02812,978-0-411-31958-8,710135,2023-10-22,2023-11-19,2023-11-19
02813,978-0-10-726464-2,620328,2023-10-23,2023-11-08,2023-12-05
02814,978-1-938188-26-8,749418,2023-10-23,2023-11-14,2023-11-14
02815,978-0-513-42776-1,147344,2023-10-23,2023-11-09,2023-11-25
02816,978-0-636-87222-6,241368,2023-10-23,2023-11-20,2023-10-31
02817,978-1-396-07535-3,671097,2023-10-23,2023-11-19,2023-11-28
02818,978-0-9792063-6-8,278414,2023-10-23,2023-11-17,2023-11-07
02819,978-1-4659-1120-9,961626,2023-10-23,2023-11-14,2023-11-15
02820,978-0-216-49008-6,224897,2023-10-23,2023-11-06,2023-11-03
02821,978-0-916838-93-5,803941,2023-10-25,2023-11-14,2023-11-14
02822,978-1-78867-087-6,568152,2023-10-25,2023-11-17,2023-12-09
02823,978-0-549-03359-2,889214,2023-10-25,2023-11-15,2023-11-26
02824,978-0-280-64377-7,174826,2023-10-26,2023-11-13,2023-11-16
02825,978-1-60213-277-1,143242,2023-10-26,2023-11-22,2023-11-25
02826,978-1-70411-540-5,974048,2023-10-26,2023-11-10,2023-11-16
02827,978-1-133-43976-9,853473,2023-10-26,2023-11-21,2023-11-23
02828,978-1-71734-009-2,770979,2023-10-26,2023-11-18,2023-11-19
02829,978-1-4063-9152-7,699030,2023-10-26,2023-11-15,2023-11-18
02830,978-1-147-68654-8,695457,2023-10-27,2023-11-16,2023-11-16
02831,978-1-4866-1697-8,971157,2023-10-27,2023-11-22,2023-11-22
02832,978-0-496-59269-2,507767,2023-10-27,2023-11-21,2023-11-21
02833,978-0-243-21868-4,513432,2023-10-27,2023-11-12,2023-11-15
02834,978-1-224-40959-6,763795,2023-10-28,2023-11-17,2023-11-09
02835,978-0-8428-0320-5,411280,2023-10-28,2023-11-25,2023-11-27
02836,978-1-4579-9474-6,711561,2023-10-29,2023-11-15,2023-11-15
02837,978-0-221-21187-4,271328,2023-10-29,2023-11-12,2023-11-01
02838,978-1-880191-41-5,240058,2023-10-29,2023-11-24,2023-12-05
02839,978-0-05-469031-0,819344,2023-10-29,2023-11-22,2023-11-23
02840,978-0-567-64395-7,421766,2023-10-29,2023-11-22,2023-11-22
02841,978-0-337-89546-3,737350,2023-10-29,2023-11-18,2023-11-21
02842,978-0-499-78460-5,247796,2023-10-29,2023-11-16,2023-11-16
02843,978-1-399-05981-7,266667,2023-10-30,2023-11-19,2023-11-22
02844,978-0-471-11952-4,119393,2023-10-30,2023-11-27,
02845,978-1-86012-669-7,961626,2023-10-30,2023-11-20,2023-11-02
02846,978-0-401-83506-7,189259,2023-10-31,2023-11-25,2023-11-20
02847,978-1-937801-48-9,892100,2023-10-31,2023-11-18,2023-11-10
02848,978-0-536-08421-7,274703,2023-10-31,2023-11-24,2023-11-05
02849,978-1-344-19975-9,961626,2023-10-31,2023-11-14,2023-11-22
02850,978-0-8088-5134-9,645243,2023-11-01,2023-11-21,2023-11-21
02851,978-0-537-60019-5,192436,2023-11-01,2023-11-26,2023-11-06
02852,978-0-245-16219-0,133878,2023-11-02,2023-11-26,2023-11-27
02853,978-1-173-66404-6,497547,2023-11-02,2023-11-18,2023-11-21
02854,978-1-393-60699-4,483103,2023-11-02,2023-11-29,2023-11-30
02855,978-0-13-864095-8,935392,2023-11-02,2023-11-20,2023-11-22
02856,978-0-553-46085-8,247141,2023-11-03,2023-12-01,2023-12-02
02857,978-0-7732-8709-9,762258,2023-11-04,2023-11-18,2023-11-19
02858,978-0-327-64795-9,418545,2023-11-04,2023-12-02,2023-12-02
02859,978-1-4351-6640-0,987674,2023-11-04,2023-11-18,2023-11-18
02860,978-1-65818-472-4,605642,2023-11-04,2023-11-22,2023-12-07
02861,978-0-376-05256-8,889214,2023-11-05,2023-11-19,2023-12-09
02862,978-1-929237-54-8,506521,2023-11-06,2023-12-02,2023-12-25
02863,978-1-64729-556-1,317939,2023-11-07,2023-12-05,2023-12-21
02864,978-1-270-38223-2,447762,2023-11-07,2023-11-29,2023-11-15
02865,978-0-468-01828-1,304124,2023-11-07,2023-12-05,2023-12-06
02866,978-1-204-38737-1,418085,2023-11-08,2023-12-01,2023-12-03
02867,978-1-5459-0694-1,543941,2023-11-08,2023-12-01,2023-12-02
02868,978-1-143-20314-5,266667,2023-11-09,2023-11-28,2023-12-01
02869,978-0-8295-1550-3,543941,2023-11-10,2023-11-27,2023-11-29
02870,978-0-12-401152-6,413797,2023-11-10,2023-11-28,2023-11-28
02871,978-0-422-71503-4,568152,2023-11-10,2023-12-06,2023-12-27
02872,978-0-614-32641-3,790993,2023-11-10,2023-11-29,2023-12-21
02873,978-0-619-35934-8,817505,2023-11-11,2023-11-28,2023-11-30
02874,978-0-233-99530-4,413522,2023-11-11,2023-12-07,2023-12-10
02875,978-1-80521-925-5,308842,2023-11-11,2023-11-30,2023-11-30
02876,978-1-80523-411-1,251512,2023-11-11,2023-12-01,2023-11-17
02877,978-0-558-11907-2,109981,2023-11-11,2023-12-07,2023-12-14
02878,978-1-990524-24-0,549060,2023-11-11,2023-12-08,2023-12-10
02879,978-1-255-70132-4,549060,2023-11-11,2023-12-05,2023-11-15
02880,978-0-7363-6494-2,815580,2023-11-12,2023-12-08,2023-12-03
02881,978-0-06-472559-0,294134,2023-11-13,2023-12-01,2023-12-03
02882,978-0-250-28466-5,359294,2023-11-13,2023-12-11,2023-12-11
02883,978-0-03-915904-7,372471,2023-11-13,2023-12-07,2023-12-22
02884,978-0-19-119126-8,317939,2023-11-13,2023-12-02,2023-11-27
02885,978-0-399-97296-6,785176,2023-11-14,2023-12-04,2023-11-21
02886,978-1-09-608945-2,768890,2023-11-14,2023-12-11,
02887,978-0-9997728-5-0,411280,2023-11-14,2023-12-01,2023-12-14
02888,978-0-85730-722-4,782403,2023-11-15,2023-12-03,2023-12-06
02889,978-0-676-06678-4,513174,2023-11-15,2023-12-03,2023-12-05
02890,978-0-11-796884-4,648321,2023-11-15,2023-12-08,2023-12-05
02891,978-1-64452-832-7,297501,2023-11-15,2023-12-06,2023-12-06
02892,978-1-60224-498-6,366900,2023-11-15,2023-12-06,2023-12-08
02893,978-0-396-46708-3,400711,2023-11-15,2023-12-09,2023-12-12
02894,978-0-247-04114-1,152227,2023-11-16,2023-11-30,2023-12-21
02895,978-1-893517-30-1,393354,2023-11-16,2023-12-05,2023-11-28
02896,978-1-302-97240-0,438752,2023-11-16,2023-12-02,
02897,978-0-660-76983-7,740658,2023-11-16,2023-12-14,2023-12-22
02898,978-1-83962-021-8,819344,2023-11-16,2023-12-14,2023-11-29
02899,978-1-59250-235-6,241368,2023-11-17,2023-12-13,2023-12-13
02900,978-0-350-92925-1,540456,2023-11-17,2023-12-14,2024-01-02
02901,978-1-4872-5129-1,728608,2023-11-17,2023-12-03,2023-12-23
02902,978-0-636-94059-8,963949,2023-11-17,2023-12-09,2023-12-12
02903,978-1-991624-87-1,169063,2023-11-17,2023-12-07,2023-12-09
02904,978-1-926197-80-7,711094,2023-11-17,2023-12-06,2024-01-05
02905,978-1-396-07535-3,980312,2023-11-17,2023-12-11,
02906,978-0-374-93766-9,583338,2023-11-17,2023-12-01,2023-11-24
02907,978-1-75731-018-5,430875,2023-11-17,2023-12-05,2023-12-08
02908,978-0-09-520780-5,300644,2023-11-18,2023-12-13,2023-12-31
02909,978-1-77939-703-4,843425,2023-11-18,2023-12-11,2023-11-22
02910,978-0-354-02705-2,958197,2023-11-18,2023-12-06,2023-12-07
02911,978-0-03-915904-7,762258,2023-11-19,2023-12-13,2023-12-14
02912,978-0-350-92925-1,112573,2023-11-19,2023-12-09,2023-12-09
02913,978-0-09-571278-1,148527,2023-11-19,2023-12-09,2023-12-10
02914,978-1-125-78052-7,144850,2023-11-19,2023-12-12,2023-12-14
02915,978-0-04-205369-1,912793,2023-11-19,2023-12-12,2023-12-13
02916,978-1-345-77650-8,447433,2023-11-19,2023-12-10,2023-11-20
02917,978-0-7561-5663-3,757562,2023-11-20,2023-12-10,2023-12-11
02918,978-1-254-66177-3,247787,2023-11-20,2023-12-13,2023-12-14
02919,978-0-7724-5088-3,782403,2023-11-20,2023-12-04,2023-12-14
02920,978-0-04-159044-9,941823,2023-11-22,2023-12-17,2023-12-01
02921,978-0-308-12314-4,879596,2023-11-22,2023-12-14,2023-12-15
02922,978-0-266-97224-2,617470,2023-11-22,2023-12-14,2023-12-14
02923,978-1-79564-179-1,959274,2023-11-22,2023-12-16,2023-12-17
02924,978-1-256-17135-5,581119,2023-11-22,2023-12-12,2023-12-15
02925,978-0-492-55214-0,698178,2023-11-23,2023-12-17,2023-12-19
02926,978-0-7762-8283-1,753323,2023-11-24,2023-12-17,2023-12-19
02927,978-1-02-690582-1,134980,2023-11-24,2023-12-17,2023-12-18
02928,978-0-9566732-8-2,411280,2023-11-25,2023-12-20,2023-12-21
02929,978-0-239-53795-9,295576,2023-11-25,2023-12-22,2023-12-23
02930,978-0-507-00523-4,192860,2023-11-25,2023-12-15,2023-12-15
02931,978-0-591-39884-7,271328,2023-11-26,2023-12-17,2023-12-19
02932,978-1-905964-92-5,146488,2023-11-26,2023-12-24,2023-12-26
02933,978-1-395-40386-7,396538,2023-11-26,2023-12-16,2023-12-19
02934,978-0-05-758712-9,582059,2023-11-26,2023-12-14,2023-12-17
02935,978-0-520-98843-9,692939,2023-11-26,2023-12-24,2023-12-22
02936,978-0-304-51538-7,987981,2023-11-26,2023-12-20,2023-12-21
02937,978-1-65869-855-9,782758,2023-11-26,2023-12-15,2023-12-20
02938,978-1-75772-667-2,936560,2023-11-26,2023-12-22,2023-12-25
02939,978-0-9512673-7-0,579844,2023-11-27,2023-12-14,2023-12-17
02940,978-0-86671-534-8,958197,2023-11-27,2023-12-13,2023-12-17
02941,978-1-204-95521-1,111083,2023-11-27,2023-12-18,2023-12-20
02942,978-0-576-58435-7,987981,2023-11-27,2023-12-14,2023-12-14
02943,978-0-914680-78-9,919315,2023-11-27,2023-12-21,2023-12-24
02944,978-1-61219-422-6,775278,2023-11-27,2023-12-21,2023-12-21
02945,978-0-9769535-5-5,498408,2023-11-27,2023-12-15,2023-11-28
02946,978-0-7709-2243-6,989295,2023-11-27,2023-12-11,2023-12-11
02947,978-1-84190-825-0,251512,2023-11-27,2023-12-20,2023-12-23
02948,978-0-8314-8072-1,852199,2023-11-27,2023-12-12,2023-12-12
02949,978-1-870828-00-0,410259,2023-11-28,2023-12-12,2023-12-12
02950,978-0-661-94807-1,927363,2023-11-28,2023-12-26,2023-12-26
02951,978-1-06-074913-9,114248,2023-11-28,2023-12-26,2023-12-28
02952,978-0-86910-114-8,186044,2023-11-28,2023-12-20,2023-11-30
02953,978-0-911155-78-5,385215,2023-11-28,2023-12-23,2023-12-14
02954,978-0-465-51429-8,507985,2023-11-28,2023-12-21,2023-12-24
02955,978-1-361-80606-7,367136,2023-11-28,2023-12-12,2023-12-09
02956,978-1-4552-7689-9,362363,2023-11-29,2023-12-18,2023-12-22
02957,978-0-06-200905-0,926642,2023-11-30,2023-12-23,2023-12-24
02958,978-1-944525-30-9,612879,2023-11-30,2023-12-22,2023-12-25
02959,978-1-132-65153-7,379248,2023-11-30,2023-12-27,2024-01-04
02960,978-1-86538-922-6,503852,2023-11-30,2023-12-21,2023-12-21
02961,978-1-307-02152-3,209022,2023-12-01,2023-12-15,2023-12-30
02962,978-0-497-12838-8,503852,2023-12-01,2023-12-26,2023-12-31
02963,978-1-00-396221-2,612879,2023-12-01,2023-12-20,2024-01-03
02964,978-0-7411-9345-2,260581,2023-12-01,2023-12-20,2023-12-21
02965,978-0-679-28994-4,699030,2023-12-01,2023-12-28,2024-01-11
02966,978-0-8460-4432-1,360988,2023-12-01,2023-12-19,2023-12-20
02967,978-0-10-491392-5,449331,2023-12-01,2023-12-22,2023-12-22
02968,978-0-530-39748-1,509967,2023-12-02,2023-12-17,2023-12-18
02969,978-1-5194-0459-6,203423,2023-12-02,2023-12-16,2023-12-16
02970,978-1-143-20314-5,274703,2023-12-03,2023-12-21,2023-12-21
02971,978-1-284-04103-3,139280,2023-12-03,2023-12-19,2023-12-21
02972,978-1-85055-689-3,308670,2023-12-04,2023-12-29,2023-12-24
02973,978-0-229-84484-5,605642,2023-12-04,2023-12-22,2023-12-24
02974,978-1-5378-6147-0,389265,2023-12-04,2023-12-29,2023-12-30
02975,978-0-02-653118-4,663513,2023-12-04,2023-12-24,2023-12-26
02976,978-1-01-310945-4,742391,2023-12-04,2023-12-25,2023-12-26
02977,978-0-549-03359-2,588351,2023-12-04,2023-12-20,2023-12-21
02978,978-0-564-17293-1,699030,2023-12-05,2023-12-26,2024-01-10
02979,978-0-210-45262-2,217240,2023-12-05,2023-12-31,2023-12-06
02980,978-1-941367-16-2,728608,2023-12-05,2023-12-22,2024-01-07
02981,978-1-5194-6409-5,447762,2023-12-05,2023-12-19,2023-12-20
02982,978-0-245-16219-0,679109,2023-12-05,2023-12-28,2023-12-09
02983,978-0-89617-548-8,674406,2023-12-05,2024-01-02,2024-02-01
02984,978-0-474-11709-1,749641,2023-12-06,2023-12-27,2023-12-28
02985,978-1-280-68729-7,497626,2023-12-06,2024-01-02,2023-12-25
02986,978-1-00-631317-2,614492,2023-12-06,2023-12-30,2024-01-18
02987,978-1-960219-15-2,799634,2023-12-06,2023-12-30,2023-12-30
02988,978-0-661-51739-0,546755,2023-12-07,2023-12-24,
02989,978-1-83749-550-4,925400,2023-12-07,2023-12-21,2023-12-21
02990,978-0-670-10668-4,620782,2023-12-07,2023-12-22,2023-12-24
02991,978-0-7696-1466-3,440087,2023-12-07,2024-01-02,
02992,978-1-243-21597-0,286410,2023-12-07,2023-12-29,2023-12-12
02993,978-1-67928-149-5,573282,2023-12-08,2023-12-24,2023-12-15
02994,978-1-133-43976-9,568111,2023-12-08,2024-01-02,2024-01-02
02995,978-0-7811-1142-3,208506,2023-12-08,2024-01-03,2024-01-03
02996,978-0-436-49832-9,935392,2023-12-08,2024-01-01,2024-01-02
02997,978-0-9640317-9-1,208506,2023-12-09,2024-01-03,2024-01-06
02998,978-1-06-361742-8,241146,2023-12-09,2023-12-23,2023-12-23
02999,978-1-55649-731-5,163502,2023-12-09,2024-01-01,2024-01-02
03000,978-0-502-95225-0,715371,2023-12-09,2024-01-05,2023-12-10
03001,978-1-350-40932-3,413797,2023-12-09,2023-12-23,2024-01-04
03002,978-1-929237-54-8,692827,2023-12-09,2024-01-02,2024-01-02
03003,978-0-458-22728-0,959274,2023-12-10,2023-12-27,2023-12-27
03004,978-1-86798-126-8,390787,2023-12-11,2023-12-26,2023-12-27
03005,978-1-4276-5959-0,299277,2023-12-11,2024-01-01,2024-01-01
03006,978-1-09-378577-7,248279,2023-12-11,2024-01-02,2024-01-14
03007,978-1-78555-664-7,192860,2023-12-11,2024-01-02,2024-01-05
03008,978-0-7096-6491-8,687785,2023-12-11,2023-12-30,2024-01-01
03009,978-1-123-67708-9,260581,2023-12-12,2024-01-05,2024-01-07
03010,978-0-05-953757-3,486217,2023-12-13,2023-12-29,2024-01-20
03011,978-1-86730-208-7,837877,2023-12-13,2024-01-10,2024-01-12
03012,978-0-519-14847-9,518212,2023-12-13,2023-12-29,2023-12-30
03013,978-1-03-768529-3,605642,2023-12-13,2023-12-30,2023-12-30
03014,978-1-103-26631-9,789420,2023-12-13,2024-01-03,2024-01-05
03015,978-1-4302-2950-6,346033,2023-12-13,2024-01-10,2024-01-11
03016,978-0-06-073391-9,733570,2023-12-14,2024-01-04,2024-01-01
03017,978-0-7542-4980-1,660667,2023-12-14,2024-01-08,2024-01-29
03018,978-0-518-48132-4,857796,2023-12-14,2024-01-06,2024-01-06
03019,978-1-265-42430-5,770088,2023-12-15,2024-01-05,2024-01-05
03020,978-0-7101-0528-8,513174,2023-12-15,2024-01-09,2024-01-25
03021,978-1-86012-669-7,568152,2023-12-15,2023-12-30,2024-01-02
03022,978-0-7709-2243-6,557543,2023-12-15,2023-12-30,2024-01-01
03023,978-1-59866-752-3,240058,2023-12-15,2023-12-31,2024-01-03
03024,978-1-876878-00-9,695676,2023-12-16,2024-01-11,2024-01-11
03025,978-1-78288-292-3,251512,2023-12-16,2024-01-07,2024-01-10
03026,978-1-938188-26-8,418545,2023-12-16,2024-01-10,2024-01-12
03027,978-0-7000-1803-1,705338,2023-12-16,2023-12-31,2024-01-03
03028,978-0-07-629386-5,961626,2023-12-16,2024-01-06,2023-12-29
